Contabilidad y Finanzas," 
                        Gestor de cobranzaEn VISION FUND MÉXICO, otorgamos pequeños préstamos y otros servicios de desarrollo económico a las familias, y así, mejorar la calidad de vida de la niñez apoyando a nuestros clientes para que sean capaces de alcanzar el éxito en sus negocios y proveer mejores condiciones de salud y educación a sus hijos.Somos una organización humanitaria internacional presente en más de 120 países alrededor del mundo. Por más de seis décadas nos hemos comprometido a combatir y erradicar las causas y consecuencias de la pobreza infantil.Se requiere:•	Bachillerato o licenciatura trunca en Derecho•	Disponibilidad para viajar•	Excelente actitud de servicio•	Experiencia 1 año en puesto similarTus beneficios son:•	Sueldo $7150•	Bonos hasta 25,000•	Vales de Despensa $1,800•	Aguinaldo 30 días•	12 días de Vacaciones•	Seguro de Gastos Médicos Mayores•	Seguro de Vida•	Seguro Visual•	Seguro Dental•	Seguro Gastos Funerarios•	Trabajo de Lunes a Viernes•	Contratación Directa por la empresa•	Crecimiento según desempeñoPOSTULATE A TRAVÉS DE ESTE MEDIO Y SE PARTE DE LA FAMILIA VISION FUND MEXICO, UNA EMPRESA CON FUTURO PROMETEDOR
                     Educación mínima: Educación superior - Licenciatura Años de experiencia: 1 Disponibilidad de viajar: No Disponibilidad de cambio de residencia: No"
Contabilidad y Finanzas," 
                              FIRMA CON MÁS DE 25 AÑOS EN EL RAMO ESPECIALIZADO EN BRINDAR SERVICIOS DE              CONTABILIDAD, AUDITORIA, ASESORÍA FISCAL, ASESORÍA LEGAL SOLICITA:                                             AUXILIAR DE AUDITORIA $13,000 libresREQUISITOS•	Edad: 23 a 35 años•	Escolaridad: Lic. contabilidad pasante o titulado•	Experiencia: 1 a 2 años en puesto similar con disponibilidad para el trabajo en campoFUNCIONES PRINCIPALES•	Manejo de auditoría fiscal •	Control interno•	Mapeo, diagramación y mejora de procesos•	Normatividad (NIF%u017DS, NIF%u017DS, Fiscal, Laboral)•	Contabilidad general•	Detección de riesgos •	Implementación de controles•	Revisión de procesos administrativos•	Entrega de dictámenesCONOCIMIENTOS•	Auditoría •	Mapeo de procesos•	Detección de riesgos•	Contabilidad generalOFRECEMOS•	Horario: lunes a viernes 08:30 a 18:30 y sábados 08:00 a 13:00•	Sueldo: $13,000 NETOS mensuales más prestaciones de Ley•	Zona de Trabajo: INTERLOMAS EDO. DE MÉX. con disponibilidad para el trabajo en campo en Perinorte, metro Politécnico, metro San Antonio, Ecatepec.
                     Educación mínima: Educación superior - Licenciatura Años de experiencia: 2 Edad: entre 23 y 35 años Disponibilidad de viajar: No Disponibilidad de cambio de residencia: No"
Contabilidad y Finanzas," 
                              FIRMA CON MÁS DE 25 AÑOS EN EL RAMO ESPECIALIZADO EN BRINDAR SERVICIOS DE              CONTABILIDAD, AUDITORIA, ASESORÍA FISCAL, ASESORÍA LEGAL SOLICITA:                                             AUXILIAR DE AUDITORIA $13,000 libresREQUISITOS•	Edad: 23 a 35 años•	Escolaridad: Lic. contabilidad pasante o titulado•	Experiencia: 1 a 2 años en puesto similar con disponibilidad para el trabajo en campoFUNCIONES PRINCIPALES•	Manejo de auditoría fiscal •	Control interno•	Mapeo, diagramación y mejora de procesos•	Normatividad (NIF%u017DS, NIF%u017DS, Fiscal, Laboral)•	Contabilidad general•	Detección de riesgos •	Implementación de controles•	Revisión de procesos administrativos•	Entrega de dictámenesCONOCIMIENTOS•	Auditoría •	Mapeo de procesos•	Detección de riesgos•	Contabilidad generalOFRECEMOS•	Horario: lunes a viernes 08:30 a 18:30 y sábados 08:00 a 13:00•	Sueldo: $13,000 NETOS mensuales más prestaciones de Ley•	Zona de Trabajo: INTERLOMAS EDO. DE MÉX. con disponibilidad para el trabajo en campo en Perinorte, metro Politécnico, metro San Antonio, Ecatepec.
                     Educación mínima: Educación superior - Licenciatura Años de experiencia: 2 Edad: entre 23 y 35 años Disponibilidad de viajar: No Disponibilidad de cambio de residencia: No"
Contabilidad y Finanzas," 
                               FIRMA CON MÁS DE 25 AÑOS EN EL RAMO ESPECIALIZADO EN BRINDAR SERVICIOS DE             CONTABILIDAD, AUDITORIA, ASESORÍA FISCAL, ASESORÍA LEGAL SOLICITA:                                                      Auxiliar Contable $12,000 libresREQUISITOS:•	Género: Indistinto•	Edad: 23 a 35 años•	Escolaridad: Lic. contabilidad, pasante, trunco o titulado•	Experiencia: 2 año en puesto similar FUNCIONES PRINCIPALES:•	Conciliaciones bancarias.•	Depuración.•	Impuestos.•	Conocimiento de sistemas de nóminas.•	Apoyo en la elaboración de estados financieros.HABILIDADES Y COMPETENCIAS:•	Actitud de servicio•	Responsabilidad•	Proactivo•	Trabajo bajo presiónOFRECEMOS:•	SUELDO: $12,000 libres más prestaciones de ley y superiores. •	HORARIO: lunes a viernes 07:00 a 17:00 y sábados de 08:00 a 13:00 •	ZONA DE TRABAJO: Interlomas (A 30 minutos del metro Toreo, Tacubaya u Observatorio)
                     Educación mínima: Educación superior - Licenciatura Años de experiencia: 2 Edad: entre 25 y 35 años Disponibilidad de viajar: No Disponibilidad de cambio de residencia: No"
Contabilidad y Finanzas," 
                              FIRMA CON MÁS DE 25 AÑOS EN EL RAMO ESPECIALIZADO EN BRINDAR SERVICIOS DE              CONTABILIDAD, AUDITORIA, ASESORÍA FISCAL, ASESORÍA LEGAL SOLICITA:                                             AUXILIAR DE AUDITORIA $13,000 libresREQUISITOS•	Edad: 23 a 35 años•	Escolaridad: Lic. contabilidad pasante o titulado•	Experiencia: 1 a 2 años en puesto similar con disponibilidad para el trabajo en campoFUNCIONES PRINCIPALES•	Manejo de auditoría fiscal •	Control interno•	Mapeo, diagramación y mejora de procesos•	Normatividad (NIF%u017DS, NIF%u017DS, Fiscal, Laboral)•	Contabilidad general•	Detección de riesgos •	Implementación de controles•	Revisión de procesos administrativos•	Entrega de dictámenesCONOCIMIENTOS•	Auditoría •	Mapeo de procesos•	Detección de riesgos•	Contabilidad generalOFRECEMOS•	Horario: lunes a viernes 08:30 a 18:30 y sábados 08:00 a 13:00•	Sueldo: $13,000 NETOS mensuales más prestaciones de Ley•	Zona de Trabajo: INTERLOMAS EDO. DE MÉX. con disponibilidad para el trabajo en campo en Perinorte, metro Politécnico, metro San Antonio, Ecatepec.
                     Educación mínima: Educación superior - Licenciatura Años de experiencia: 2 Edad: entre 23 y 35 años Disponibilidad de viajar: No Disponibilidad de cambio de residencia: No"
Contabilidad y Finanzas," 
                              FIRMA CON MÁS DE 25 AÑOS EN EL RAMO ESPECIALIZADO EN BRINDAR SERVICIOS DE              CONTABILIDAD, AUDITORIA, ASESORÍA FISCAL, ASESORÍA LEGAL SOLICITA:                                                                   AUDITOR JRREQUISITOS•	Edad: 23 a 35 años•	Escolaridad: Lic. contabilidad pasante o titulado•	Experiencia: 1 a 2 años en puesto similar con disponibilidad para el trabajo en campoFUNCIONES PRINCIPALES•	Manejo de auditoría fiscal •	Control interno•	Mapeo, diagramación y mejora de procesos•	Normatividad (NIF%u017DS, NIF%u017DS, Fiscal, Laboral)•	Contabilidad general•	Detección de riesgos •	Implementación de controles•	Revisión de procesos administrativos•	Entrega de dictámenesCONOCIMIENTOS•	Auditoría •	Mapeo de procesos•	Detección de riesgos•	Contabilidad generalOFRECEMOS•	Horario: lunes a viernes 08:30 a 18:30 y sábados 08:00 a 13:00•	Sueldo: $13,000 NETOS mensuales más prestaciones de Ley•	Zona de Trabajo: INTERLOMAS EDO. DE MÉX. con disponibilidad para el trabajo en campo en Perinorte, metro Politécnico, metro San Antonio, Ecatepec.
                     Educación mínima: Educación superior - Licenciatura Años de experiencia: 2 Edad: entre 23 y 35 años Disponibilidad de viajar: No Disponibilidad de cambio de residencia: No"
Contabilidad y Finanzas," 
                              FIRMA CON MÁS DE 25 AÑOS EN EL RAMO ESPECIALIZADO EN BRINDAR SERVICIOS DE              CONTABILIDAD, AUDITORIA, ASESORÍA FISCAL, ASESORÍA LEGAL SOLICITA:                                             AUXILIAR DE AUDITORIA EXTERNA $13,000 libresREQUISITOS•	Edad: 23 a 35 años•	Escolaridad: Lic. contabilidad pasante o titulado•	Experiencia: 1 a 2 años en puesto similar con disponibilidad para el trabajo en campoFUNCIONES PRINCIPALES•	Manejo de auditoría fiscal •	Control interno•	Mapeo, diagramación y mejora de procesos•	Normatividad (NIF%u017DS, NIF%u017DS, Fiscal, Laboral)•	Contabilidad general•	Detección de riesgos •	Implementación de controles•	Revisión de procesos administrativos•	Entrega de dictámenesCONOCIMIENTOS•	Auditoría •	Mapeo de procesos•	Detección de riesgos•	Contabilidad generalOFRECEMOS•	Horario: lunes a viernes 08:30 a 18:30 y sábados 08:00 a 13:00•	Sueldo: $13,000 NETOS mensuales más prestaciones de Ley•	Zona de Trabajo: INTERLOMAS EDO. DE MÉX. con disponibilidad para el trabajo en campo en Perinorte, metro Politécnico, metro San Antonio, Ecatepec.
                     Educación mínima: Educación superior - Licenciatura Años de experiencia: 2 Edad: entre 23 y 35 años Disponibilidad de viajar: No Disponibilidad de cambio de residencia: No"
Contabilidad y Finanzas," 
                              FIRMA CON MÁS DE 25 AÑOS EN EL RAMO ESPECIALIZADO EN BRINDAR SERVICIOS DE              CONTABILIDAD, AUDITORIA, ASESORÍA FISCAL, ASESORÍA LEGAL SOLICITA:                                             DICTAMINADOR FISCAL EXTERNO REQUISITOS•	Edad: 23 a 35 años•	Escolaridad: Lic. contabilidad pasante o titulado•	Experiencia: 1 a 2 años en puesto similar con disponibilidad para el trabajo en campoFUNCIONES PRINCIPALES•	Manejo de auditoría fiscal •	Control interno•	Mapeo, diagramación y mejora de procesos•	Normatividad (NIF%u017DS, NIF%u017DS, Fiscal, Laboral)•	Contabilidad general•	Detección de riesgos •	Implementación de controles•	Revisión de procesos administrativos•	Entrega de dictámenesCONOCIMIENTOS•	Auditoría •	Mapeo de procesos•	Detección de riesgos•	Contabilidad generalOFRECEMOS•	Horario: lunes a viernes 08:30 a 18:30 y sábados 08:00 a 13:00•	Sueldo: $13,000 NETOS mensuales más prestaciones de Ley•	Zona de Trabajo: INTERLOMAS EDO. DE MÉX. con disponibilidad para el trabajo en campo en Perinorte, metro Politécnico, metro San Antonio, Ecatepec.
                     Educación mínima: Educación superior - Licenciatura Años de experiencia: 2 Edad: entre 23 y 35 años Disponibilidad de viajar: No Disponibilidad de cambio de residencia: No"
Contabilidad y Finanzas," 
                              FIRMA CON MÁS DE 25 AÑOS EN EL RAMO ESPECIALIZADO EN BRINDAR SERVICIOS DE              CONTABILIDAD, AUDITORIA, ASESORÍA FISCAL, ASESORÍA LEGAL SOLICITA:                                                       AUDITOR/ AUXILIAR CONTABLE REQUISITOS•	Edad: 23 a 35 años•	Escolaridad: Lic. contabilidad pasante o titulado•	Experiencia: 1 a 2 años en puesto similar con disponibilidad para el trabajo en campoFUNCIONES PRINCIPALES•	Manejo de auditoría fiscal •	Control interno•	Mapeo, diagramación y mejora de procesos•	Normatividad (NIF%u017DS, NIF%u017DS, Fiscal, Laboral)•	Contabilidad general•	Detección de riesgos •	Implementación de controles•	Revisión de procesos administrativos•	Entrega de dictámenesCONOCIMIENTOS•	Auditoría •	Mapeo de procesos•	Detección de riesgos•	Contabilidad generalOFRECEMOS•	Horario: lunes a viernes 08:30 a 18:30 y sábados 08:00 a 13:00•	Sueldo: $13,000 NETOS mensuales más prestaciones de Ley•	Zona de Trabajo: INTERLOMAS EDO. DE MÉX. con disponibilidad para el trabajo en campo en Perinorte, metro Politécnico, metro San Antonio, Ecatepec.
                     Educación mínima: Educación superior - Licenciatura Años de experiencia: 2 Edad: entre 23 y 35 años Disponibilidad de viajar: No Disponibilidad de cambio de residencia: No"
Contabilidad y Finanzas," 
                              FIRMA CON MÁS DE 25 AÑOS EN EL RAMO ESPECIALIZADO EN BRINDAR SERVICIOS DE              CONTABILIDAD, AUDITORIA, ASESORÍA FISCAL, ASESORÍA LEGAL SOLICITA:                                                         AUDITOR CONTABLE Y FISCAL REQUISITOS•	Edad: 23 a 35 años•	Escolaridad: Lic. contabilidad pasante o titulado•	Experiencia: 1 a 2 años en puesto similar con disponibilidad para el trabajo en campoFUNCIONES PRINCIPALES•	Manejo de auditoría fiscal •	Control interno•	Mapeo, diagramación y mejora de procesos•	Normatividad (NIF%u017DS, NIF%u017DS, Fiscal, Laboral)•	Contabilidad general•	Detección de riesgos •	Implementación de controles•	Revisión de procesos administrativos•	Entrega de dictámenesCONOCIMIENTOS•	Auditoría •	Mapeo de procesos•	Detección de riesgos•	Contabilidad generalOFRECEMOS•	Horario: lunes a viernes 08:30 a 18:30 y sábados 08:00 a 13:00•	Sueldo: $13,000 NETOS mensuales más prestaciones de Ley•	Zona de Trabajo: INTERLOMAS EDO. DE MÉX. con disponibilidad para el trabajo en campo en Perinorte, metro Politécnico, metro San Antonio, Ecatepec.
                     Educación mínima: Educación superior - Licenciatura Años de experiencia: 2 Edad: entre 23 y 35 años Disponibilidad de viajar: No Disponibilidad de cambio de residencia: No"
